Id,Price
10105,158343.5505079809
2196,366707.07867002883
12659,224280.87620438318
4380,227349.44956411634
10847,148840.38295866284
10805,291295.7222835123
8709,100461.93144331266
8319,174359.167275929
2215,186002.34053099697
7000,204400.24630428545
7701,115393.99053742486
9678,190481.12589418277
14026,210522.53960998342
7971,174194.674975506
13734,140050.04896696768
16483,192071.29476369647
6150,220880.18027093646
2931,259357.8409279446
5418,191175.77005397744
1662,567858.887071336
2441,214081.02687350704
669,140646.74755292296
7734,180171.36179054074
6010,244937.11109679894
266,141953.68469791164
632,142706.18882391797
16221,102566.29808293835
11832,176162.23097102478
5035,100668.31878253267
37,110334.06315381466
6168,184910.79242297093
11757,170401.8445710053
8086,119319.92392953973
6529,224865.02697348467
15121,185485.33081872095
13904,145573.21461464433
3711,184297.77577328493
16563,114479.03132202597
14494,173124.88268988393
3006,224212.647148373
15299,136982.10124594587
92,286757.404831799
8066,183777.76582732092
16071,213454.89463445055
10662,137524.7266606023
3883,241164.51538837413
5511,120313.90895069191
2821,254581.40870562207
9570,186013.69365906733
4326,248011.83131811183
9251,236972.21352794112
9031,207073.17608149373
12689,160567.78427754497
16380,261650.8131572012
1053,229750.74747555982
4568,186219.43242863409
16140,116838.89358188339
14356,379966.70382237143
8466,180170.96100699998
15652,140461.8439861356
3285,117649.33676376847
3198,164247.63978373562
14088,442172.5683283183
2268,125480.27473079886
15472,185896.88229525645
1203,209108.70412816235
7157,323357.8809122452
6886,180093.33859945033
5083,243265.5964468114
7467,111497.173110728
14068,215990.2216104902
2080,178092.39775664045
10865,159617.90020414375
13516,182070.6220310928
14150,212421.5780759804
7609,101855.84057550566
2144,295158.0755681057
10357,196552.40440844544
2396,237754.49672265418
1526,346261.6794295088
10890,235684.2866566104
8638,396909.7762585067
6050,261649.2452724705
7639,104279.56603817774
10544,189425.1141037827
9577,249846.8528931521
13195,208985.86075931034
3484,203811.3832103389
16668,383401.5590983272
7171,175588.83066221603
8547,225573.95560991633
12735,205521.55729297432
9093,191907.5524492871
15323,299062.29849841836
14897,141254.57249620612
5135,136289.59271528525
5327,200015.1327532527
13133,260363.44506179873
1676,294033.38877964177
16296,291927.3334257859
1095,144045.78535195973
12528,159811.16938900194
7348,278681.6700870681
11663,163222.14099321957
1803,217330.95515261847
1510,228918.86905071276
16045,209493.28175854034
2900,145809.12190428172
3236,175940.82591923175
1318,260892.25236078654
14948,223631.2106802816
7840,279304.39911341364
15325,184413.81633358772
8700,138244.6994598224
15706,194043.31620331592
14449,185389.60609425648
16117,170593.22067135692
4529,183906.43371471032
11199,191014.9179437702
4052,381506.17020261707
821,213553.21978005965
68,267047.6494982542
554,109509.952588252
452,201311.01494330112
11394,326254.2743744349
11393,182358.3679805155
9535,180212.56538143998
4024,185970.13368368198
10069,180366.1922277398
12007,153240.09496125995
12368,362340.35178123193
1259,338434.54425612604
1124,327469.43063970865
3707,189652.86441078904
8767,157254.04039405164
1919,165762.32851575842
16741,154307.2991408562
6664,296252.2346571555
5688,374032.57521001605
7799,145359.95224927922
14843,371119.63047303923
7532,159595.18234304435
8133,166515.88023318673
6264,325486.5407847739
4125,161970.55572364092
2410,163743.6820634513
13607,201916.14156478466
1716,279440.15553681244
1370,132635.77414542326
2273,396847.3536678952
15298,325032.02184387716
4284,260842.21424160112
12303,143926.02415848008
7808,137574.92786015925
2203,150104.9388023849
7237,123445.98971361322
15864,150052.45615140072
2844,145500.32552540445
5729,165045.92391729204
11812,329638.66391686443
1779,136828.54819062602
6442,135272.2168586747
6160,205060.0304171617
8266,196180.75870891966
9903,160188.89149816212
2867,138488.87617055044
6998,178507.01403287012
13932,180875.55558166304
12587,172233.21321035802
3611,259328.14530495892
2646,268466.0912438634
1890,159203.40664760428
860,244690.2894266485
14187,209307.7974054413
12569,260405.6710401472
1276,89473.859385522
12025,219876.11437793754
4890,296785.43022215663
14410,279243.03210823634
10352,248361.142964918
11407,221703.0142172804
10384,172759.02276537064
7622,256422.71767360243
12578,161401.42216333456
15820,182132.0135638951
563,192417.07541320633
15226,174751.4556650792
6396,212157.27048940462
6247,148446.25469701635
3339,148737.40595013325
10975,262280.1771585294
7475,100905.94120355602
11129,213662.18322835598
3051,269364.07462576707
10232,247908.79719892144
14106,178326.30858450342
5502,232987.41403868524
4558,72421.99140655095
4181,146155.02747786156
8426,127858.47613230546
6611,155827.25639621232
14641,137376.7883105931
15539,280940.1701764257
13119,158316.50656854617
11716,175548.45731497102
7316,250033.39895871043
7791,110677.83008360019
13034,287473.6547261885
1068,304076.6056489212
4060,162332.01711271273
10172,210878.75033160867
2591,199920.2618189548
12494,318588.28737923055
7828,270254.4884583784
15284,173954.1913974313
7947,167065.5800329462
16335,226949.44549534965
10234,335911.3793132069
2797,258333.34288614753
5341,239045.81001511417
3059,251740.06535120943
1559,68437.75838546877
15320,264915.06611378514
10284,356751.3859487461
4134,221763.70442828833
4481,230664.9080411635
7222,182935.21816530038
4062,211950.5200140528
2192,188812.00444215097
9637,180385.1292670309
16236,171261.31787273462
4272,165193.20094569807
9406,282217.280215153
14309,219934.25024445503
1946,281512.1665040081
16235,236228.17333112747
7146,165974.30354805008
16784,221692.08416537306
349,318738.5985180313
6251,169951.15982998125
5128,395642.02331973286
11718,188132.9391438479
16721,89876.28737429882
12517,184696.51401750784
15961,185235.83624088526
9428,154250.20850208602
14541,147016.34318913464
10168,109427.9597710601
11270,161425.13699996297
13210,193443.9068812669
11518,163846.78414383606
12612,180319.7176734723
16352,118236.5958946478
9935,151025.59914273364
15521,376849.8731634261
11482,195947.67013861265
11443,161501.88682390435
9459,252536.05940331268
9218,175713.0674203518
854,134422.2371817873
5619,121491.36799862914
9208,191280.11410144504
4391,145877.6829544404
15207,156688.3415908493
7183,186855.1145378259
16442,219954.75025173984
7936,91961.24652786288
10606,309773.3832690276
4979,152757.754878653
4854,243042.02402682748
16476,124476.06256297788
10516,176750.87023432326
16261,294478.34789545066
90,278284.7106649428
5433,182224.58962000426
14338,142343.30470102048
13487,207931.30089331782
8211,494929.391461577
170,173742.68473720155
14051,95334.54750630268
10686,198213.61033633366
7595,313531.6379573331
6777,337562.58738787257
14661,175365.8042429438
13991,317486.87394190644
16795,174650.64906858015
2740,133067.2801055335
7368,320774.0317801714
2413,231406.338257078
1852,492643.7377487
15200,373352.05116295756
8467,338703.14927179
16379,275536.63111242605
3375,180130.83035821136
5945,463642.5028273272
2641,182476.03200343103
2837,299345.0693010058
3498,221353.50506833906
10876,159397.89898180656
1285,222729.12414752727
9285,240082.2183649085
4015,327135.66911501845
2526,189202.5907794989
7814,200854.29303952266
7117,278122.4041978976
12359,118781.6475379426
3303,285228.52998187405
13874,167736.12557791118
5484,192670.63261160304
15067,152098.78371053518
12639,230383.85465363655
3388,204534.0144978779
4256,201901.695089384
15738,203504.3411313364
14049,166433.03166517266
15780,181589.69918257926
9564,178160.63449386184
11910,217855.9408905346
11315,208604.64208353378
1733,152317.49671510418
3910,336863.43802277977
7552,554874.0554628357
254,194844.44133375527
5222,228094.59892611395
8314,230491.97112120266
16743,212793.9387096321
10335,100108.4420346301
8226,260406.03958140136
12254,220443.33821303438
13152,200195.0571430751
15020,206281.45594541042
16349,226902.66429461224
11924,164118.52895632133
12543,191707.25952775497
14114,225014.73483436578
12318,250751.6548714389
15383,185517.80463910967
6679,203862.33588319347
635,187199.29445844633
15993,288630.757421139
11375,171321.69684938795
11216,180012.47952988395
15401,215177.35248110173
11301,165432.36193505948
13804,286115.7215587011
10839,208296.9412739707
1588,339098.29431513586
3596,175192.89428174496
5816,173346.4450360728
8099,148202.36336990874
6551,204153.57318270602
14075,375339.66611436417
13431,216346.91080943792
9481,330063.2260657745
5295,149466.59780294006
15859,343484.80322591856
10634,325823.7864004334
444,223868.37765732475
11686,277848.27483156865
1213,216406.05245118987
13970,135767.7304794527
6849,376280.82652475795
9911,238588.06837945103
5649,167472.93485216162
7184,141528.0236704451
5877,254718.34737628163
1655,409431.4297117035
15301,201837.2152031869
12389,231609.5993703713
5241,273899.5022591857
7048,168345.43807360565
10574,132482.53446487535
8593,147641.74286449692
4752,182441.1322885652
14663,171831.9752112777
10994,199666.1891050283
87,85331.21142360932
5132,123557.7694647333
6372,352252.7897757111
7411,310828.0582441385
3319,253396.06732502038
9355,127505.33713719883
5139,272410.98215155036
56,308861.6439455511
3249,194546.52543391232
5047,81492.53636376574
13238,335762.1410187031
2190,312680.9502191823
15599,168206.2600784781
6542,170818.04509799613
1968,172176.80602173903
5630,172089.3066355945
9157,240392.97572020997
789,164920.15807931768
1413,265896.4693200654
12514,237476.8369263155
13459,145209.65581571357
1345,244613.9386146906
4034,205631.52773857903
15169,153163.5524866683
6770,250967.74219705048
3334,183753.0225636252
12998,176462.66016597132
15870,237807.3176173185
1871,178356.72221806928
5770,173740.0383991607
13196,104017.62794015536
7633,205479.54220232452
10699,216742.98497326835
15470,195786.27135893385
1903,532079.769970544
13860,255974.9764086099
7649,176959.42289336945
11043,160007.6821150867
2922,218964.5405692525
7538,279311.0481124172
9477,114180.81002370347
117,360210.6334506129
1457,241956.76694618913
7082,169593.1941257417
3053,272983.37649378297
12522,111868.67007142403
5744,334221.57748309197
13566,420072.565542151
1464,141523.24254543532
3852,116400.36586105618
9557,221763.04678928826
14719,394578.31013300986
13978,121492.1575723331
3286,156392.54607464562
13019,302220.542230273
1421,133101.91955169823
13502,181437.70825243578
14811,131938.06397806184
9297,246142.99185186933
7749,388624.87226874946
16555,137211.61702642718
14576,184225.98257731416
12766,168753.23836767304
4679,152348.61661623468
10033,188722.87122156125
11231,260086.67776514665
15112,155867.78205878308
10617,197327.10558026275
2175,173437.70498940916
16502,424204.05608008296
10106,191376.58805057575
12561,155179.0095256586
15907,316179.00939484587
8069,121310.6521013835
8316,134369.2893471635
12343,251772.79628614
12092,136391.59686610312
1527,179229.62688579308
10010,225304.54584924335
655,107705.62491427362
10549,151604.23345493682
3248,113485.99206483098
13499,311234.8029244829
14959,213268.27956772875
6070,167837.73339687038
11360,257624.7344984653
12102,206013.7454787856
11870,314394.056363199
3713,133805.13549901417
3230,151706.37445587
7742,234237.49459005982
15092,334439.2821645789
8728,309404.0038741394
3386,141042.80721896072
9409,148112.6756405049
16545,249970.5668426823
3127,162268.84378876805
11344,150906.34390258417
2112,228210.96276337001
7310,205149.9690715307
6313,229438.51036514592
3681,429209.443390227
5114,279113.98682421894
270,147029.09670073216
14350,189807.77151441269
12223,350018.0978076291
1066,181489.71146654303
16116,410696.1202998555
11410,567555.5228008081
4088,150672.20816943736
5956,193180.45978839576
14669,138045.8293447758
13871,141853.2713121517
4126,251414.6160789242
12114,195721.29902804206
16607,164113.67738882563
4266,218639.75767149936
13518,183613.61329633664
11856,255235.73632216002
3885,247755.3610278562
8891,176388.0406639156
4964,180639.67964579831
7696,156087.4908456868
6894,121445.46554373416
9766,201744.76299584622
4800,154663.38991625686
2840,187545.24653680506
4743,182352.74427257988
13562,499708.49116712203
8301,198401.25630714706
5405,180065.64927146398
1535,166145.84423462735
9073,128080.05126696425
1698,329139.97111090476
12262,229468.2901157988
6794,183253.3592701846
12701,193307.40444092374
8432,175745.23898232557
13540,137839.68399522992
8629,147208.07983808024
1440,178928.9843739605
8596,209112.89643324047
9575,276845.2297716016
14976,101758.2451852437
3149,220929.10054304366
5157,153524.1594433646
10748,178700.86150206174
9719,331775.284350774
6376,190959.92441067283
9733,162520.2852542056
4749,199908.39017417948
4994,410683.557763179
538,191733.13700455334
5512,126885.4701931637
9778,138007.42497195693
9761,147700.65936015808
3174,374495.5606029347
13429,187126.12353029783
10467,73376.87354972481
14129,172862.61902124583
13608,199538.40106701918
11106,137941.63054477848
12048,168552.61161233706
1054,348443.07865837397
3582,99509.2067417614
1566,150436.7916522109
11529,143819.6531834871
11859,144846.80539554398
10582,152651.83713678247
14907,336593.91981340706
14039,154129.87576623543
10489,173916.68076788832
3331,327610.29495115386
10153,243858.22091718155
5271,167726.52939182793
11871,365886.2670123043
776,130009.53850168487
3994,125465.21325376266
9433,66895.86657318109
14275,144039.2286459843
8030,226427.17626416017
8169,255301.08270183735
8053,189686.90271993438
4822,213450.40340739503
13197,194244.53313353268
13634,247784.36167704486
8951,185208.3564239751
12176,237746.97693112143
15471,140764.00311575318
14962,161225.22348089478
12512,131233.69715938508
8697,496128.66541124764
7095,216330.683983658
13639,193183.53843715214
16660,191116.53188650115
5848,147702.41455393983
5386,166278.11305976138
10880,280025.6389008887
3954,182833.66297418156
13426,259343.19330445686
5966,216548.61675322865
16315,272493.84717963316
7455,195103.6373941803
11071,231136.7217751461
14740,223365.9520031759
16087,221761.7055304778
8931,253754.2023090981
15289,177163.77841747974
16089,272038.0480640665
12128,183506.62461154035
4724,212397.5856677006
8585,209783.6816652611
7188,235557.10153660594
5423,148851.77398147818
10488,186518.57399286388
5980,210298.6965539631
8376,236574.68035140864
12397,139815.65899221625
16496,209081.60497009265
4891,264298.5952220399
9710,136400.69671572285
6339,171583.1508156137
244,216539.67551303378
5002,231934.02420563195
5358,166059.7592186604
7636,150118.42249123874
9361,314238.13431905
3601,113833.4327092675
15755,150703.14887568558
172,187530.5004341657
3037,333926.6616843905
577,233067.83000677067
3607,196974.4509831227
2515,109691.68674945623
10413,144134.0484282494
10511,217921.8478241679
4637,389766.63403859345
12736,286715.52748662344
9534,235672.8150156623
11641,155240.244266633
10419,256033.7520190219
15313,106419.34785463096
14915,199235.0332398476
12409,325243.47904848144
9405,130985.5677528787
14066,196960.99604000774
14108,195528.67958670214
11931,233272.01560765528
11464,309229.6832661624
926,144444.30405418042
11190,220293.19893492004
10260,182947.79230932973
12712,195685.5739092984
1234,213992.93015576623
11608,96991.84488428257
3776,260344.88484968976
4881,197322.87968642972
10266,207816.90322294369
3262,239810.97324287094
3576,357344.42016264744
16604,478154.0682041997
8041,111983.02940950096
10691,248575.06329051516
8357,185982.8628091575
11661,148835.03014117994
4453,231225.5583520674
15936,215638.55619055495
8463,256190.3313730472
15770,223019.94772528912
466,166602.3689046066
14965,90942.89627364498
11227,169130.25642701163
9894,258947.54418682118
11746,201357.19100683328
4118,154719.26148933973
756,337376.63597787137
15589,189509.1051467837
109,354814.7715935779
5778,229178.21580366354
1731,84903.63693108784
3450,142338.87130870883
2961,179524.04584955118
222,177734.15912291929
11454,327892.15533477446
7339,187428.3524733168
12096,101745.05025900042
14074,190593.23914982926
4058,227678.34999476903
6603,244652.12565037486
3289,122771.7676157875
16681,267247.6264642583
8200,331913.0337600693
3343,281110.21860469115
7802,179076.16795160712
2082,366722.010779404
217,258792.03110815238
1720,186593.86270385666
7224,236470.79229751398
6176,146156.44077447106
12571,247443.78842233188
16666,318677.2027596955
8908,200785.3420953402
6914,164908.5375967037
5428,207811.62391201363
381,181869.57120649132
3991,183914.93157933716
16365,211789.49477539558
1046,213123.72368632216
391,147942.9708434608
9212,342421.19407441095
3022,165733.9866557639
9961,108217.83787573289
6764,253160.96502954073
7720,180234.17256623702
4809,222897.56162511956
8877,308932.1434102076
7817,207935.11592505593
10614,113563.55816154533
5553,235265.69590841644
16488,133731.89398302327
11002,162505.68477097878
13592,265029.9597605308
15050,228831.64393694059
13553,281103.9416822517
9041,194620.12142618507
5461,375494.1304392142
16274,347440.01610342733
2138,115218.02555057671
6245,166276.90156710916
8245,160965.17077086505
6491,216060.11934657264
13218,202767.18456664903
13101,102978.07906285793
10462,144633.06276145266
4079,181619.0386645987
1506,532769.4069629088
14107,130960.09768533651
12215,264120.0003975162
11576,312550.45609365765
10567,223188.42267210782
12713,210725.0727576683
1468,494207.5092891068
2549,242674.9065931849
4172,229783.92501662343
12380,248506.24018873656
3513,107663.70204717272
8165,281217.0888151241
1127,222835.69759066548
14601,392563.7024783447
15526,328206.60959411005
986,327579.51224734733
14968,207939.5298039235
9348,199002.65078949207
6317,275625.28364254045
7497,95612.14689157617
5079,312238.23077690916
528,172473.4082228028
10964,145312.87060535315
5812,310827.7631143128
11022,213428.23243639694
16251,135834.78011682368
5863,112844.6308217887
8664,216713.53279099346
5396,157064.2275874077
6917,253586.9660379156
12776,125362.48615944716
473,254302.9742217491
13333,193532.81848274116
13023,194921.85618556826
7357,213159.78121690822
10955,495310.2623861663
11914,320439.4924292008
12535,153169.78946979507
11205,133578.22688979786
13209,183292.31452356797
16119,333418.00037937873
2174,235528.7565844702
4834,218530.68395667055
10151,186357.80037509068
5584,191789.5436600134
6672,216759.2125488038
12858,286620.32206795015
5106,189077.51836776652
8884,190778.3120618362
13766,176006.65241772388
12556,124218.61467705634
12910,223459.35828381646
6258,126537.2110969465
7100,243560.19114649118
1793,168146.77325752735
3335,187876.7468306953
12835,186218.28580405202
10591,157127.9982513125
15707,242188.09475109662
16389,159477.39266306759
7440,347451.3600027453
6293,179156.53180190883
3937,197960.8866292358
16527,199971.51791368835
5102,246025.68255188531
10734,283223.3717165304
7986,154496.32130854327
6495,123868.68925012577
9571,221493.7994915721
5131,205244.20287159737
10761,210022.9976133127
143,443188.5874772949
13829,163750.24120846664
13662,245535.9360516967
1771,152020.4367589601
5448,198556.48460709339
8594,160371.12536022993
12038,126381.88740584323
16471,151474.44114281866
16764,147341.4545618049
1282,165087.18321243091
15101,268091.28709295037
9473,137583.99892386395
2324,453518.4069378093
14448,239154.54548761516
6000,70156.30649722712
2077,132400.43501845963
12960,238871.4891445743
15837,209842.00220054787
8805,246929.032130502
9987,232599.3442957159
1580,314418.56663237116
11089,129064.72464439298
10926,227525.07333892153
12773,407675.5608216924
6490,274278.6493497576
10858,125553.18803536797
2831,122583.76710970333
16326,150921.01840283524
371,199174.88383120342
8852,189029.53988729647
6713,324927.9583210949
4230,218705.73694876875
3639,220114.8730959535
3642,198822.82060408883
5149,209392.2738235029
2861,204769.817614125
13300,83550.6391478838
2807,347600.00272220955
5919,97825.93129642628
12716,490945.08381391334
4271,246786.84400506294
16055,263178.68876438914
3747,302068.3397003525
5857,208940.97373125714
6884,324345.97851527657
16027,271004.68034991546
3512,258432.42318965174
5181,181625.81995633483
16732,260300.6458305217
1908,179514.07934038877
12082,169198.88668640458
7286,133806.94548312723
8216,137293.41427352835
6929,317093.08272807254
3950,314536.5080446092
12479,183801.77399877526
877,131213.07626167283
1366,190462.325433554
384,136848.6147967016
5767,199846.4918564204
6910,146638.38973149567
187,201813.17970511143
10164,262443.85728636757
8603,225970.10515640725
15834,214895.9589184
3078,132339.92625378995
3479,244502.13524274246
6671,224734.8617267884
6078,163842.28729452015
16271,163025.95655393376
16191,168422.39223402416
11544,201566.0376081668
7781,180388.42279730848
14918,239911.33525047914
6238,167082.21690316676
12989,213346.58977458093
11907,193649.40799323854
9696,155396.09696620953
14084,285474.14182681986
3895,152400.92298475915
4367,206954.8544126366
8453,66791.22676303583
7638,338632.6706146834
8373,237411.04205829412
4674,191993.45200550277
15787,140320.81364221155
5903,261226.44931052625
13679,216378.66112325704
9018,282341.00053251145
15823,249442.3532977803
13289,153208.6974885896
9896,221371.1585509648
14436,184354.8261705669
5547,249899.93704408783
4048,242139.01029417443
16579,212535.50273816523
8550,188232.0972135034
9385,270767.68163067335
5242,151735.28007385618
31,198736.16202326922
6144,248261.47267840043
3990,182164.44738161622
2523,86104.06886127598
12608,260205.22662954018
7234,167133.01079216422
15264,215174.78486585495
9623,182111.1879945451
3161,339588.58332000807
7425,103183.83897963949
13021,278012.9949507127
4044,153696.12040454618
15411,236529.4391263888
979,298055.5448453017
5514,236072.12086861194
4817,166855.5865731636
2115,191360.68607856968
10571,261217.41570055514
8992,224605.34748623325
15546,179896.81406007565
11359,130399.08364002575
11972,183278.59409530478
12838,161915.24419827398
5948,131257.43594372363
422,317643.5380162355
4855,142659.504028648
16197,116411.94094540225
8926,408920.19920460775
5703,188920.80073283307
8848,199340.1491344377
7039,318814.8006040481
3806,166069.27189839716
15154,236240.82192205393
13132,179096.35020761655
7438,208294.4644465007
4398,237429.4808979607
2440,192630.2604497315
3751,156292.63313712453
1476,188340.00047278075
2264,254272.59859111003
16444,150355.86341086432
10704,157387.86809457827
4033,149685.6075302744
4508,118564.96711780695
16290,245251.1299639304
10387,215257.35097609318
5457,152855.80340320553
4910,266152.25690123555
7451,221912.3117748338
10732,171863.35669181327
8015,153365.73761857822
6148,186007.10034899745
5892,241556.13219936774
7825,234524.98626420554
6851,259239.43900941822
6633,224420.97763836873
2139,268272.27106659074
10213,279223.5556331394
2830,221020.9014498594
13907,143551.11092425368
15897,335851.3352007788
8311,177371.7491333421
14230,203459.52660541664
3878,199980.6690325169
13732,183103.8050360476
12110,177583.46717403273
10675,298912.6264113821
12946,130780.29105689864
16754,211029.9853508361
4394,255325.918850233
16728,170423.23452220467
14378,310729.37328970974
9949,165149.67283673474
994,193086.95672100075
13258,147927.90311830488
5883,314927.8096052241
6933,320293.54826434795
13193,218000.03273882015
13286,162725.75182155834
13407,339290.11977058224
7512,120242.97234572601
7221,188305.9918115208
14428,136283.19623241486
1740,193694.10257491906
3,131139.32285722846
12952,188847.3828043331
11537,145604.89958055914
2558,127067.876490792
14081,249145.61449627354
3517,214276.92803494353
7149,225244.2596697722
15777,118065.65892866276
8995,250451.3843261652
826,289169.9312119556
509,254349.4545802949
14875,291775.31244960893
6591,167515.72024015058
11283,110456.80860863287
9897,251901.38542830516
14902,188939.686076104
14291,214471.8086848847
3162,217357.13419422484
4206,191764.89658365923
11580,197511.5925463262
2007,209985.16070813136
14939,270585.242949303
13572,196305.62805384063
10720,170076.04608740937
